geneid	cell_type	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CFLAR	CD8 T Naive	3.351779634528963e-8	0.4097837598104647	0.292	0.24	6.526250126391344e-4
CXCR4	CD8 T Naive	3.36604527147612e-8	-0.3221657817824153	0.149	0.196	6.554026748091153e-4
ATP2B4	CD8 T Naive	3.4566130887066664e-8	-0.3835789672727018	0.222	0.272	6.73037134502075e-4
ZBTB16	CD8 T Naive	3.857621582492917e-8	1.0252340030559297	0.046	0.023	7.51117498327196e-4
ENSMMUG00000058389	CD8 T Naive	4.408166575598892e-8	-0.3317433247526318	0.192	0.245	8.583141139348603e-4
PTPN4	CD8 T Naive	4.535737012334917e-8	0.2615116351963913	0.491	0.443	8.831533536717318e-4
ELL2	CD8 T Naive	4.7017156780567007e-8	-0.5546639543245881	0.041	0.068	9.154710596744202e-4
MFHAS1	CD8 T Naive	4.753216943450893e-8	1.0893968225978414	0.047	0.024	9.254988710593234e-4
PDLIM5	CD8 T Naive	4.890749945240726e-8	0.416623169072917	0.233	0.184	9.522779218378218e-4
WDR74	CD8 T Naive	4.907285668843419e-8	-0.41833143804805906	0.192	0.24	9.554975925805022e-4
DSE	CD8 T Naive	5.057588594003203e-8	1.7451712085901945	0.026	0.009	9.847630751383637e-4
ENSMMUG00000060923	CD8 T Naive	5.238855391320412e-8	-0.2598738304368049	0.318	0.376	0.0010200575332439973
PARVG	CD8 T Naive	6.74527025386065e-8	-0.5338166829842887	0.084	0.12	0.001313371571129207
ATG12	CD8 T Naive	7.524496504669805e-8	-0.40443001250628313	0.118	0.16	0.0014650947144242577
TRPC1	CD8 T Naive	7.524962347705322e-8	0.5770618267004689	0.095	0.063	0.001465185418721703
RPL31	CD8 T Naive	7.94864232103296e-8	-0.22175739101900227	0.412	0.465	0.0015476801463283276
GATA3	CD8 T Naive	8.018282966318812e-8	-0.6080315684407035	0.074	0.108	0.001561239876371936
ANKRD62	CD8 T Naive	8.037711240795078e-8	1.1932489085047804	0.037	0.017	0.0015650227556952096
RPL9	CD8 T Naive	8.130859976791957e-8	-0.12838582238005714	0.82	0.855	0.001583159746081162
PHF14	CD8 T Naive	8.163018407346579e-8	0.20456827643448428	0.615	0.574	0.0015894213140944524
MYLIP	CD8 T Naive	8.689356632181589e-8	-0.3475869390634456	0.249	0.299	0.0016919046298520771
FTH1	CD8 T Naive	8.76439923896711e-8	-0.23826302548989298	0.313	0.371	0.001706516175819286
UCP2	CD8 T Naive	9.359163490077473e-8	-0.40451007152624674	0.106	0.146	0.0018223227231529847
TNIK	CD8 T Naive	1.0193762250859384e-7	-0.1075160148587404	0.924	0.947	0.0019848274478648305
NEDD4L	CD8 T Naive	1.0465525786782718e-7	-0.37078922851476226	0.258	0.309	0.0020377425259444633
YWHAZ	CD8 T Naive	1.0567781042121432e-7	-0.2292098472585642	0.642	0.679	0.002057652646711464
ATP10A	CD8 T Naive	1.264772590945642e-7	-0.209612860788698	0.58	0.626	0.0024626387118302597
PIK3CD	CD8 T Naive	1.4138950803975656e-7	0.23269971381851606	0.521	0.472	0.0027529951110421
DUSP10	CD8 T Naive	1.4526117059538197e-7	-0.5992681059202641	0.066	0.098	0.0028283802526626826
ECHDC1	CD8 T Naive	1.4843257929708593e-7	0.3682855607873594	0.337	0.29	0.00289013075149356
TXNIP	CD8 T Naive	1.5843148226020362e-7	-0.3474559618063121	0.216	0.265	0.0030848193910884246
ME2	CD8 T Naive	1.7160796976502492e-7	0.3046802281199923	0.404	0.356	0.0033413787792948
ENSMMUG00000053929	CD8 T Naive	1.9143429479629517e-7	0.29477311714806764	0.363	0.31	0.0037274171539786634
TRMO	CD8 T Naive	2.1073904012178918e-7	-0.47549443963145943	0.114	0.153	0.004103299850211357
RPS6KA5	CD8 T Naive	2.1752403030359353e-7	-0.3736686940948817	0.226	0.271	0.0042354103940412694
ENSMMUG00000049151	CD8 T Naive	2.3435082676555344e-7	-0.2130481432776925	0.422	0.482	0.004563044947952091
ATF4	CD8 T Naive	2.3588768873466276e-7	-0.3977391748799194	0.144	0.186	0.004592969187352618
VPS13B	CD8 T Naive	2.902118797748207e-7	0.12586205802193984	0.879	0.862	0.005650715511095534
YEATS2	CD8 T Naive	2.933343347925701e-7	-0.2519261848639871	0.339	0.396	0.005711512832746133
ARSG	CD8 T Naive	3.035256831341216e-7	0.5648723724679585	0.128	0.093	0.0059099485763044815
FAM241A	CD8 T Naive	3.0553895471370603e-7	-0.3504180666804151	0.155	0.2	0.00594914898723057
MVB12B	CD8 T Naive	3.2760745455863065e-7	-0.650687338758461	0.068	0.098	0.006378844747711098
SPICE1	CD8 T Naive	3.515419276451897e-7	-0.6699824305794989	0.06	0.089	0.006844872873179489
NACA	CD8 T Naive	3.9072991839147896e-7	-0.15549739771170357	0.652	0.703	0.007607902241000487
ENSMMUG00000014786	CD8 T Naive	4.153385421036472e-7	-0.20191542603564505	0.474	0.525	0.008087056753300115
TMEM63A	CD8 T Naive	4.1707030397032527e-7	-0.24442948500986716	0.317	0.368	0.008120775888606203
ENSMMUG00000050007	CD8 T Naive	4.226111288406825e-7	-1.9396746973484111	0.005	0.016	0.008228661289656929
SP100	CD8 T Naive	4.32290298375383e-7	0.298553444646128	0.518	0.483	0.008417124399667082
ESYT2	CD8 T Naive	4.357149830233753e-7	0.19075485319612584	0.594	0.549	0.00848380643444814
NXPE3	CD8 T Naive	4.4597805429015194e-7	-0.28722522888289703	0.247	0.296	0.008683638695083548
COX7C	CD8 T Naive	4.6055646766461983e-7	-0.18998653800351661	0.465	0.519	0.008967494981897813
HSP90AA1	CD8 T Naive	5.048567945176412e-7	0.2758091425514657	0.501	0.464	0.009830066646052993
RBM23	CD8 T Naive	5.166509538020442e-7	-0.4145039007391722	0.119	0.157	0.010059710721479603
PPFIBP1	CD8 T Naive	5.213254547592108e-7	-0.4922880860069987	0.117	0.154	0.010150727929616592
RHOBTB1	CD8 T Naive	5.434449267297769e-7	0.5945155276041434	0.078	0.05	0.010581416168355486
DCUN1D2	CD8 T Naive	5.447999633987534e-7	0.399221305472487	0.129	0.094	0.010607800087337128
SENP2	CD8 T Naive	5.591312087117497e-7	-0.4125444525039117	0.153	0.195	0.010886843764826478
ST8SIA4	CD8 T Naive	5.772156390753343e-7	0.1788038741015172	0.543	0.492	0.011238965708435834
BTBD11	CD8 T Naive	6.054684720114956e-7	0.19892414079668175	0.603	0.564	0.01178907661853583
GOLGA1	CD8 T Naive	6.393002303023406e-7	-0.23655251710385228	0.329	0.382	0.012447814784216875
DPYSL2	CD8 T Naive	6.917152531772455e-7	1.6518304464392681	0.018	0.006	0.013468387694614148
SNU13	CD8 T Naive	6.974299508959972e-7	-0.322480011294433	0.145	0.186	0.013579658573895962
CAMK2D	CD8 T Naive	7.292584640457593e-7	0.20019084443737167	0.639	0.595	0.014199391553434979
CDC14B	CD8 T Naive	7.772731113046641e-7	-0.5285067895725979	0.067	0.098	0.015134284750213115
FOSB	CD8 T Naive	9.084363122400785e-7	-0.27199323962800137	0.439	0.483	0.01768816343562657
ENSMMUG00000031497	CD8 T Naive	9.643844734802039e-7	0.8081516281828829	0.06	0.036	0.01877753008313305
ENSMMUG00000058581	CD8 T Naive	9.754257922115918e-7	0.2905058162435492	0.22	0.173	0.018992515600151902
FAM118A	CD8 T Naive	9.816942884495973e-7	-0.28935699414875926	0.198	0.244	0.01911456949040211
PARD3	CD8 T Naive	1.0071596882979476e-6	1.9301589625859608	0.022	0.009	0.019610406290849338
CYSLTR1	CD8 T Naive	1.017358642006419e-6	0.28834578385211734	0.183	0.142	0.019808990118506984
SUGCT	CD8 T Naive	1.020344123789443e-6	0.31313299795529503	0.183	0.142	0.019867120434304244
DACH1	CD8 T Naive	1.1562036522467464e-6	-1.8330194935804318	0.003	0.012	0.022512441312896397
EFCC1	CD8 T Naive	1.1575339200466609e-6	-0.29068294432911657	0.249	0.297	0.022538342957228535
AMD1	CD8 T Naive	1.1847459868644348e-6	-0.4201254309218199	0.166	0.206	0.023068189110237412
HHAT	CD8 T Naive	1.2871817298735845e-6	0.7652948111580793	0.048	0.027	0.025062715462368563
RPL3	CD8 T Naive	1.3585239792236612e-6	-0.11662122423400234	0.776	0.813	0.026451820399463907
MAGI3	CD8 T Naive	1.374745923557258e-6	0.6631793515450118	0.088	0.06	0.02676767787758337
SH3RF1	CD8 T Naive	1.3767922704575446e-6	2.7837620673525416	0.012	0.003	0.02680752229807885
NDUFB2	CD8 T Naive	1.3955344412452628e-6	-0.2974764904070275	0.145	0.185	0.027172451105486512
SERPINA1	CD8 T Naive	1.4433016787028482e-6	-0.7850274924277822	0.034	0.056	0.028102526986023158
DDX60	CD8 T Naive	1.4660985752642576e-6	0.8026921874938846	0.084	0.057	0.02854640535897036
RPL6	CD8 T Naive	1.509083898513991e-6	-0.11291233534449807	0.861	0.879	0.029383372587965917
NCK1	CD8 T Naive	1.591792516230405e-6	0.33214304293059654	0.255	0.211	0.030993792083522216
KIFBP	CD8 T Naive	1.6524432269480261e-6	-0.3151031066440264	0.251	0.297	0.03217472207190502
IFIT3	CD8 T Naive	1.7030393392725779e-6	1.428586310558083	0.025	0.011	0.03315987897497636
ADAM10	CD8 T Naive	1.8867573660973713e-6	0.19896461536980814	0.452	0.401	0.03673705267528192
PSMB8	CD8 T Naive	1.9135217121481854e-6	0.2719965677311891	0.342	0.297	0.037258181257237316
CD74	CD8 T Naive	1.9196772968509033e-6	0.41793223261399715	0.385	0.339	0.037378036646983935
CRYBG1	CD8 T Naive	2.0363324931398357e-6	-0.2836195488803772	0.292	0.34	0.03964942997392574
SLC9A9	CD8 T Naive	2.1714819127644056e-6	0.3127001355098722	0.326	0.28	0.04228092432343574
ENSMMUG00000006463	CD8 T Naive	2.204252289333065e-6	-0.3198193583432275	0.159	0.2	0.04291899632560411
BCL2	CD8 T Naive	2.4633615465906683e-6	0.23905457020722976	0.498	0.454	0.0479641126736669
ATRNL1	CD8 T Naive	2.488913212319341e-6	0.3907354116435148	0.117	0.085	0.048461629157069884
TAGAP	CD8 T Naive	2.5131482921203007e-6	-0.30376197978343566	0.275	0.322	0.048933510395874374
TGFBR2	CD8 T Naive	2.5945162565223e-6	0.16865753344696	0.588	0.545	0.050517826030745706
HDAC9	CD8 T Naive	2.874203028054286e-6	2.446773807787712	0.016	0.005	0.055963607159245
PDK1	CD8 T Naive	2.9046587564896746e-6	-0.23507836689148287	0.425	0.477	0.05655661064761045
NR4A2	CD8 T Naive	2.9048079876615048e-6	-0.30476176640177366	0.286	0.332	0.05655951632775716
MDFIC	CD8 T Naive	3.0053724125721266e-6	0.4186906887758943	0.182	0.146	0.05851760624519188
XYLT1	CD8 T Naive	3.3453952797144224e-6	0.1708302008454794	0.613	0.581	0.06513819149131952
RASGEF1B	CD8 T Naive	3.3637158664331335e-6	-0.4115410484961994	0.21	0.25	0.06549491163531954
INPP4A	CD8 T Naive	3.570558889863231e-6	0.21689882184427267	0.464	0.422	0.06952235214452697
GZMM	CD8 T Naive	3.6604682894397795e-6	0.4817307533699474	0.154	0.119	0.07127297806368195
ZCCHC7	CD8 T Naive	3.6838527505867955e-6	0.18211945401711427	0.69	0.665	0.0717282969066755
PDZRN3	CD8 T Naive	3.716626289206231e-6	0.1972365320578886	0.533	0.489	0.07236643047713452
FUT8	CD8 T Naive	3.79658056979225e-6	0.2515180227324567	0.406	0.365	0.0739232202744249
PER1	CD8 T Naive	4.0264629478185666e-6	-0.28094813893626003	0.294	0.339	0.07839926005697531
ANKRD28	CD8 T Naive	4.0288939592112546e-6	0.2589852573492093	0.397	0.355	0.07844659427980234
GCNT2	CD8 T Naive	4.122499140703968e-6	0.6226411807011971	0.078	0.053	0.08026918076864696
SLC2A3	CD8 T Naive	4.1726244260053e-6	-0.3759172742085638	0.281	0.323	0.08124517019874919
CALCOCO2	CD8 T Naive	4.256632769897386e-6	-0.3246039195558104	0.199	0.24	0.08288089666267201
CPNE8	CD8 T Naive	4.375392213741006e-6	2.472797586992769	0.011	0.002	0.08519326179375113
PDE7B	CD8 T Naive	4.558578614605504e-6	0.9486984897555804	0.042	0.024	0.08876008420498376
ABHD11	CD8 T Naive	4.722163205051311e-6	-0.7491796896107088	0.022	0.039	0.09194523976555408
ENSMMUG00000052293	CD8 T Naive	4.975517178983036e-6	-0.21510754370218144	0.462	0.502	0.0968782949919787
FCHSD2	CD8 T Naive	5.018384088170309e-6	0.25780045340748314	0.521	0.487	0.09771295658076408
ENSMMUG00000058531	CD8 T Naive	5.024922254880786e-6	-1.1484654788319495	0.013	0.027	0.09784026122478379
ADORA2B	Th1	7.126064882616837e-22	-8.69788644373364	0.008	0.328	1.3875160932943243e-17
ENSMMUG00000060590	Th1	3.825085391045024e-18	-9.553381086806626	0	0.263	7.447823764903765e-14
ENSMMUG00000054038	Th1	2.682440095115575e-17	1.1750372292261306	0.848	0.676	5.222979109199536e-13
BMT2	Th1	1.4381395719230154e-16	-3.375984607138114	0.164	0.466	2.800201560491303e-12
ENSMMUG00000015202	Th1	9.821036276293636e-12	1.5834567183721928	0.508	0.237	1.9122539733571339e-7
RBPMS	Th1	1.3064991663370162e-9	-7.949247872354187	0	0.137	2.543884526774804e-5
ENSMMUG00000063637	Th1	1.694728942757497e-8	1.254179620891201	0.488	0.26	3.2998067244431226e-4
ENSMMUG00000064139	Th1	1.7985971771691944e-8	0.5126509527410663	0.872	0.706	3.5020485636661386e-4
ENSMMUG00000028695	Th1	2.1257181117250646e-8	-7.587165388149373	0	0.118	4.1389857353398734e-4
COX2	Th1	3.459052682357448e-8	0.45745079730842164	1	0.989	6.735121477818187e-4
ENSMMUG00000058325	Th1	8.230371306410904e-7	0.6195363208216951	0.8	0.645	0.01602535597071267
ENSMMUG00000062894	Th1	9.867867896020573e-7	-7.118484660708057	0	0.092	0.019213725580341658
VAV3	Th1	1.0668138076575541e-6	1.4769613284672467	0.264	0.099	0.020771931648900236
ENSMMUG00000020092	Th1	1.524325100316495e-6	1.3131027241279465	0.276	0.111	0.029680134028262476
GPHN	Th1	2.9064013364944076e-6	1.7892684073360443	0.22	0.076	0.05659054042288261
ADORA2B	CD4 T Intermediate	4.141107387000545e-90	-10.03542739540106	0.003	0.236	8.063150193228761e-86
ENSMMUG00000054038	CD4 T Intermediate	5.534563074268784e-84	1.2274421067372363	0.819	0.587	1.077634776190875e-79
ENSMMUG00000060590	CD4 T Intermediate	4.726797937155184e-70	-11.525817630975192	0	0.179	9.203548263434859e-66
IFI6	CD4 T Intermediate	4.442890677123956e-58	2.7054947079784544	0.35	0.079	8.650752437428054e-54
ISG15	CD4 T Intermediate	4.75099767654609e-49	2.5571229599363474	0.288	0.055	9.250667576002892e-45
MX1	CD4 T Intermediate	8.738584425905842e-49	2.313275014047176	0.329	0.084	1.7014897735681264e-44
IFI44	CD4 T Intermediate	7.794175068071194e-47	3.1650020046640552	0.256	0.041	1.5176038275041422e-42
DDX60	CD4 T Intermediate	7.025484816727203e-46	2.154611639463578	0.339	0.099	1.3679321486649536e-41
RBPMS	CD4 T Intermediate	7.800474858484308e-42	-10.297792020330883	0	0.108	1.5188304596954796e-37
HERC6	CD4 T Intermediate	1.4006499359911247e-39	1.5374081548294316	0.485	0.271	2.7272054903683187e-35
RNF213	CD4 T Intermediate	6.479405445575293e-39	1.2958532629833948	0.684	0.515	1.2616050343079653e-34
MX2	CD4 T Intermediate	1.1424055536534189e-38	2.411618418827019	0.271	0.069	2.224377853518572e-34
ENSMMUG00000015202	CD4 T Intermediate	9.571479704944031e-38	1.244747533167087	0.545	0.3	1.8636628133496525e-33
BMT2	CD4 T Intermediate	2.1734454531169967e-37	-3.1530706150275867	0.167	0.35	4.231915641764104e-33
C11H12orf57	CD4 T Intermediate	2.623617995025128e-34	-1.152668695014123	0.276	0.486	5.1084465981134266e-30
SP100	CD4 T Intermediate	7.751407984616981e-33	0.971689379696278	0.725	0.569	1.5092766486847723e-28
IGKC	CD4 T Intermediate	6.143220862332351e-32	2.418737635278954	0.316	0.121	1.1961465341047322e-27
ENSMMUG00000062894	CD4 T Intermediate	5.028717482532775e-31	-9.624907980843068	0	0.08	9.791415810239566e-27
ENSMMUG00000028695	CD4 T Intermediate	1.1760038278620085e-30	-9.777532990282356	0	0.079	2.2897970532301168e-26
EPSTI1	CD4 T Intermediate	1.8447924016038414e-29	1.349688341388956	0.491	0.309	3.5919952851628395e-25
ENSMMUG00000064139	CD4 T Intermediate	4.7274997389786504e-29	0.6140151095132831	0.826	0.678	9.20491474176533e-25
OAS2	CD4 T Intermediate	7.816975496381563e-29	1.8784898877371567	0.268	0.094	1.5220432989004541e-24
ENSMMUG00000040771	CD4 T Intermediate	2.5309011874656905e-28	2.385096710440485	0.202	0.048	4.927917702114446e-24
DDX58	CD4 T Intermediate	2.750220919653189e-28	1.7539956996733947	0.321	0.139	5.354955152656724e-24
IFIT1	CD4 T Intermediate	6.709877454369674e-28	2.6164273157517965	0.188	0.042	1.3064802391403191e-23
HERC5	CD4 T Intermediate	2.956665222081763e-27	2.02528367583288	0.216	0.06	5.7569228539154e-23
ENSMMUG00000020092	CD4 T Intermediate	1.1682512143869584e-26	1.8391382350738472	0.322	0.137	2.274701939532847e-22
IFI44L	CD4 T Intermediate	3.585248683085043e-25	2.9162057062833826	0.139	0.019	6.980837710834888e-21
IFIT3	CD4 T Intermediate	1.3594701872243317e-24	2.38711821752748	0.176	0.043	2.6470244015444963e-20
DDX60L	CD4 T Intermediate	1.030712920130149e-23	1.6532397504071783	0.287	0.126	2.006901126785413e-19
HSH2D	CD4 T Intermediate	1.6401596359216287e-23	1.8571267643761042	0.196	0.057	3.193554827103003e-19
B2M	CD4 T Intermediate	1.8390941971299548e-23	0.3529357848716401	0.99	0.979	3.5809003112317347e-19
ENSMMUG00000047632	CD4 T Intermediate	4.490222050491176e-22	-1.343880868857982	0.093	0.23	8.742911354511369e-18
STAT1	CD4 T Intermediate	3.0083834863940155e-21	1.009088563761575	0.445	0.274	5.857623486357788e-17
EIF2AK2	CD4 T Intermediate	3.665985699493894e-21	1.206493447818444	0.356	0.197	7.138040755484562e-17
RSAD2	CD4 T Intermediate	4.981508636455111e-21	1.932202817153556	0.174	0.05	9.699495466041746e-17
TRIM22	CD4 T Intermediate	4.6505571767265235e-20	0.9228024403585888	0.487	0.327	9.055099878804215e-16
ENSMMUG00000060858	CD4 T Intermediate	3.242310050444888e-19	1.6833521393165922	0.216	0.087	6.313101899221241e-15
CMPK2	CD4 T Intermediate	3.164035752936285e-18	2.537820867972125	0.113	0.02	6.16069401454224e-14
TRIM5	CD4 T Intermediate	5.8125054044542065e-18	1.4152117598503788	0.224	0.095	1.1317529273012786e-13
IFI27	CD4 T Intermediate	8.863878471540618e-18	3.0399016875530003	0.122	0.027	1.7258857771936738e-13
MRC2	CD4 T Intermediate	1.2111241274474816e-17	4.584813491305654	0.077	0.004	2.3581797885529915e-13
UBA52	CD4 T Intermediate	4.7272035964272496e-17	-0.40954004558655077	0.793	0.85	9.204338122603498e-13
DHX58	CD4 T Intermediate	2.2051164962212853e-16	1.4743597147606828	0.169	0.06	4.2935823297924644e-12
GBP3	CD4 T Intermediate	4.635176661024512e-16	1.0368481884899716	0.378	0.242	9.025152476680827e-12
PPIL4	CD4 T Intermediate	1.4478432119816838e-15	-0.5773248166589922	0.448	0.596	2.8190955180495366e-11
RPL13A	CD4 T Intermediate	2.035554443682811e-15	-0.28089507377487166	0.939	0.962	3.9634280572948013e-11
TMEM123	CD4 T Intermediate	3.7240634082974096e-15	0.6106505795808626	0.563	0.428	7.251123862295886e-11
COX2	CD4 T Intermediate	8.18778384614855e-15	0.2703142676105177	1	0.995	1.5942433926835841e-10
RPL23A	CD4 T Intermediate	8.588067657792641e-15	-0.29712403764962314	0.926	0.965	1.6721826536488053e-10
FOS	CD4 T Intermediate	3.385795866307021e-14	-0.5113446379997777	0.696	0.774	6.592483131286401e-10
ISG20	CD4 T Intermediate	7.49100584258617e-14	0.9209689178870746	0.389	0.267	1.458573747609953e-9
XAF1	CD4 T Intermediate	1.163636594868692e-13	1.9951561238244	0.119	0.036	2.26571681386883e-9
ENSMMUG00000003272	CD4 T Intermediate	2.2386776626338604e-13	1.825733965935228	0.119	0.036	4.358929276914389e-9
KCNH7	CD4 T Intermediate	2.5706898341316667e-13	1.173186457649996	0.21	0.1	5.005390176037768e-9
CRIP1	CD4 T Intermediate	5.11404080748699e-13	-0.7566523443062736	0.315	0.434	9.957548856257919e-9
SPATS2L	CD4 T Intermediate	5.376906458991659e-13	2.967749528379347	0.087	0.019	1.0469374566302658e-8
VAV3	CD4 T Intermediate	5.605782468785356e-13	0.8846365782260136	0.293	0.173	1.0915019044971967e-8
STAT2	CD4 T Intermediate	8.410031117186735e-13	1.075231672823282	0.233	0.125	1.6375171588274292e-8
IRF7	CD4 T Intermediate	8.487457539769688e-13	1.8717529930471488	0.103	0.028	1.652592857568556e-8
ENSMMUG00000044861	CD4 T Intermediate	1.7106062077784074e-12	1.3427145772665439	0.186	0.086	3.330721347165337e-8
RPL32	CD4 T Intermediate	2.3410736229586955e-12	-0.4091476253873094	0.74	0.796	4.558304451262876e-8
ENSMMUG00000022489	CD4 T Intermediate	3.0547609611135435e-12	-0.5269622314141575	0.423	0.539	5.947925067384181e-8
ENSMMUG00000013256	CD4 T Intermediate	5.243024202120218e-12	1.2258456546959362	0.201	0.102	1.0208692423948276e-7
ND4	CD4 T Intermediate	6.943928318613474e-12	0.2550580921678218	0.996	0.847	1.3520522829172297e-7
APOBEC3H	CD4 T Intermediate	7.341962765152276e-12	1.2770109953283555	0.163	0.072	1.4295535700027997e-7
OAS1	CD4 T Intermediate	7.36959706724317e-12	2.1605757132081935	0.085	0.02	1.4349342449629177e-7
RPS6KC1	CD4 T Intermediate	1.1432784844460504e-11	0.5406354814589254	0.495	0.364	2.2260775370649047e-7
SLC39A8	CD4 T Intermediate	1.502402766638655e-11	-1.3710562600803455	0.062	0.138	2.925328426922125e-7
PML	CD4 T Intermediate	1.7139996232021127e-11	1.2175428986868244	0.189	0.096	3.337328666336834e-7
TRIM25	CD4 T Intermediate	3.751181647984926e-11	0.8335992400942871	0.283	0.172	7.30392578679145e-7
PARP9	CD4 T Intermediate	6.168484393991646e-11	1.3271648004583638	0.146	0.063	1.2010655963541135e-6
ZNF451	CD4 T Intermediate	6.773482782315265e-11	0.5795820495798487	0.498	0.391	1.3188648325446052e-6
MAMU-E	CD4 T Intermediate	7.943379078932656e-11	0.33098742274724335	0.855	0.827	1.5466553404589774e-6
GPHN	CD4 T Intermediate	8.672365758248113e-11	0.5613987612754561	0.514	0.4	1.6885963367884901e-6
ENSMMUG00000058325	CD4 T Intermediate	9.70175656614463e-11	0.3563272130436408	0.635	0.506	1.889029020994021e-6
ADAMTS17	CD4 T Intermediate	1.0369229615563138e-10	1.335787953914025	0.152	0.069	2.0189926984462987e-6
ACO1	CD4 T Intermediate	1.1475445781047123e-10	0.9618748451256495	0.187	0.095	2.234384048027685e-6
ENSMMUG00000050257	CD4 T Intermediate	1.1752533296397752e-10	0.9859500107108037	0.192	0.099	2.288335758141606e-6
PARP14	CD4 T Intermediate	1.1776195238977762e-10	0.8193115181377102	0.342	0.238	2.29294297498136e-6
SUCLG2	CD4 T Intermediate	1.599641137691393e-10	-0.5464092380244034	0.561	0.63	3.1146612591989115e-6
ND4L	CD4 T Intermediate	2.338197173983833e-10	0.5340658396645421	0.436	0.306	4.552703717463921e-6
ENSMMUG00000050829	CD4 T Intermediate	4.2220969708393604e-10	0.6429205365197358	0.418	0.315	8.220845011921319e-6
RPL13	CD4 T Intermediate	4.251601167381373e-10	-0.20633581719248362	0.966	0.973	8.278292633008272e-6
ENSMMUG00000003130	CD4 T Intermediate	4.488170123791743e-10	0.6540290770491242	0.342	0.232	8.738916048034902e-6
RPS23	CD4 T Intermediate	4.56393595756895e-10	-0.24516650945077512	0.928	0.951	8.886439702982503e-6
IFIT2	CD4 T Intermediate	4.869039028550456e-10	1.8646106872539445	0.101	0.036	9.480505892490592e-6
IRF9	CD4 T Intermediate	5.228325905781524e-10	1.1402441605487812	0.179	0.094	1.0180073371147205e-5
